event_id,sede,start_time,end_time,total_kwh,avg_occupancy,category,duration_hours,ai_recommendation
Duitama_107,Duitama,2019-07-02 20:00:00,2019-07-02 20:00:00,43.29181497460313,6.4,Pico de Demanda Inesperado,1,Pending...
Duitama_108,Duitama,2019-07-03 19:00:00,2019-07-03 19:00:00,43.14929048085958,5.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_403,Sogamoso,2025-07-18 18:00:00,2025-07-18 18:00:00,43.13503803148522,6.2,Pico de Demanda Inesperado,1,Pending...
Duitama_124,Duitama,2019-09-03 22:00:00,2019-09-03 22:00:00,43.113659357423685,15.0,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_108,Chiquinquirá,2024-05-11 10:00:00,2024-05-11 10:00:00,42.8571152686853,37.166666666666664,Pico de Demanda Inesperado,1,Pending...
Sogamoso_225,Sogamoso,2023-07-27 02:00:00,2023-07-27 02:00:00,42.757348123064816,4.6,Consumo Fantasma,1,Pending...
Sogamoso_405,Sogamoso,2025-08-13 21:00:00,2025-08-13 21:00:00,42.67895965150586,6.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_316,Sogamoso,2024-09-16 01:00:00,2024-09-16 01:00:00,42.64332852806998,20.3,Uso Nocturno Inusual,1,Pending...
Sogamoso_300,Sogamoso,2024-08-12 17:00:00,2024-08-12 17:00:00,42.52218270838796,5.833333333333334,Pico de Demanda Inesperado,1,Pending...
Duitama_125,Duitama,2019-09-04 03:00:00,2019-09-04 03:00:00,42.46517291089054,22.0,Uso Nocturno Inusual,1,Pending...
Sogamoso_406,Sogamoso,2025-08-15 00:00:00,2025-08-15 00:00:00,42.408163113393115,5.0,Uso Nocturno Inusual,1,Pending...
Sogamoso_389,Sogamoso,2025-05-28 21:00:00,2025-05-28 21:00:00,42.33690086652135,22.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_384,Sogamoso,2025-05-21 04:00:00,2025-05-21 04:00:00,42.26563861964957,21.3,Uso Nocturno Inusual,1,Pending...
Duitama_151,Duitama,2019-11-29 05:00:00,2019-11-29 05:00:00,42.18012392340344,18.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_227,Sogamoso,2023-08-12 05:00:00,2023-08-12 05:00:00,42.1302403505932,5.35,Pico de Demanda Inesperado,1,Pending...
Duitama_145,Duitama,2019-09-30 22:00:00,2019-09-30 22:00:00,42.073230553095776,16.6,Pico de Demanda Inesperado,1,Pending...
Duitama_320,Duitama,2024-07-17 02:00:00,2024-07-17 02:00:00,42.00909453091118,5.5,Uso Nocturno Inusual,1,Pending...
Chiquinquirá_55,Chiquinquirá,2021-08-23 11:00:00,2021-08-23 11:00:00,41.90220116060352,36.9,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_91,Chiquinquirá,2023-08-25 17:00:00,2023-08-25 17:00:00,41.89507493591634,41.9,Pico de Demanda Inesperado,1,Pending...
Duitama_99,Duitama,2019-05-27 05:00:00,2019-05-27 05:00:00,41.87369626185481,19.7,Pico de Demanda Inesperado,1,Pending...
Duitama_106,Duitama,2019-06-22 20:00:00,2019-06-22 20:00:00,41.68841441998819,6.1,Pico de Demanda Inesperado,1,Pending...
Duitama_109,Duitama,2019-07-05 02:00:00,2019-07-05 02:00:00,41.553016150931825,5.72,Uso Nocturno Inusual,1,Pending...
Chiquinquirá_2,Chiquinquirá,2018-02-01 17:00:00,2018-02-01 17:00:00,41.50313257812158,72.6,Pico de Demanda Inesperado,1,Pending...
Duitama_375,Duitama,2025-05-08 04:00:00,2025-05-08 04:00:00,41.431870331249804,16.9,Uso Nocturno Inusual,1,Pending...
Duitama_389,Duitama,2025-07-16 20:00:00,2025-07-16 20:00:00,41.38198675843957,6.3,Pico de Demanda Inesperado,1,Pending...
Sogamoso_402,Sogamoso,2025-07-08 02:00:00,2025-07-08 02:00:00,41.37486053375239,5.95,Uso Nocturno Inusual,1,Pending...
Duitama_117,Duitama,2019-08-23 21:00:00,2019-08-23 21:00:00,41.367734309065206,28.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_287,Sogamoso,2024-05-31 04:00:00,2024-05-31 04:00:00,41.33210318562932,14.9,Uso Nocturno Inusual,1,Pending...
Tunja_56,Tunja,2019-04-13 09:00:00,2019-04-13 09:00:00,41.33210318562932,44.7,Pico de Demanda Inesperado,1,Pending...
Tunja_13,Tunja,2018-05-19 09:00:00,2018-05-19 09:00:00,41.31785073625497,38.3,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_56,Chiquinquirá,2021-11-01 08:00:00,2021-11-01 08:00:00,41.21808359063448,48.4,Pico de Demanda Inesperado,1,Pending...
Duitama_105,Duitama,2019-06-12 22:00:00,2019-06-12 22:00:00,41.21808359063448,21.5,Pico de Demanda Inesperado,1,Pending...
Duitama_265,Duitama,2023-09-23 21:00:00,2023-09-23 21:00:00,41.06843287220376,19.0,Pico de Demanda Inesperado,1,Pending...
Duitama_115,Duitama,2019-08-16 05:00:00,2019-08-16 05:00:00,40.97579195127045,5.0,Pico de Demanda Inesperado,1,Pending...
Duitama_356,Duitama,2025-02-08 18:00:00,2025-02-08 18:00:00,40.9615395018961,20.6,Pico de Demanda Inesperado,1,Pending...
Duitama_327,Duitama,2024-08-19 23:00:00,2024-08-19 23:00:00,40.89027725502432,5.4,Uso Nocturno Inusual,1,Pending...
Sogamoso_93,Sogamoso,2019-08-27 04:00:00,2019-08-27 04:00:00,40.79051010940383,15.2,Uso Nocturno Inusual,1,Pending...
Sogamoso_326,Sogamoso,2024-09-30 21:00:00,2024-09-30 21:00:00,40.7691314353423,25.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_223,Sogamoso,2023-07-17 05:00:00,2023-07-17 05:00:00,40.64798561566028,5.0,Pico de Demanda Inesperado,1,Pending...
Duitama_374,Duitama,2025-05-06 03:00:00,2025-05-06 03:00:00,40.6123544922244,20.6,Uso Nocturno Inusual,1,Pending...
Tunja_75,Tunja,2019-09-23 13:00:00,2019-09-23 13:00:00,40.60522826753722,48.9,Pico de Demanda Inesperado,1,Pending...
Duitama_113,Duitama,2019-08-10 22:00:00,2019-08-10 22:00:00,40.491208672542385,6.4,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_20,Chiquinquirá,2019-02-14 16:00:00,2019-02-14 16:00:00,40.44845132441932,70.8,Pico de Demanda Inesperado,1,Pending...
Duitama_87,Duitama,2019-04-17 06:00:00,2019-04-17 06:00:00,40.44845132441932,17.2,Pico de Demanda Inesperado,1,Pending...
Tunja_105,Tunja,2022-05-18 18:00:00,2022-05-18 18:00:00,40.22041213442964,35.4,Pico de Demanda Inesperado,1,Pending...
Duitama_323,Duitama,2024-08-11 05:00:00,2024-08-11 05:00:00,40.22041213442964,5.2,Pico de Demanda Inesperado,1,Pending...
Duitama_328,Duitama,2024-08-23 22:00:00,2024-08-23 22:00:00,40.19190723568092,16.6,Pico de Demanda Inesperado,1,Pending...
Duitama_94,Duitama,2019-05-01 22:00:00,2019-05-01 22:00:00,40.14914988755786,17.0,Pico de Demanda Inesperado,1,Pending...
Duitama_4,Duitama,2018-03-23 18:00:00,2018-03-23 18:00:00,40.120644988809154,33.0,Pico de Demanda Inesperado,1,Pending...
Duitama_249,Duitama,2023-07-11 06:00:00,2023-07-11 06:00:00,40.09214009006045,5.8,Pico de Demanda Inesperado,1,Pending...
Duitama_292,Duitama,2024-04-10 03:00:00,2024-04-10 03:00:00,40.042256517250195,17.9,Uso Nocturno Inusual,1,Pending...
Sogamoso_157,Sogamoso,2022-07-04 06:00:00,2022-07-04 06:00:00,40.035130292563025,6.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_298,Sogamoso,2024-08-04 21:00:00,2024-08-04 21:00:00,39.99949916912714,5.0,Pico de Demanda Inesperado,1,Pending...
Duitama_118,Duitama,2019-08-24 19:00:00,2019-08-24 19:00:00,39.935363146942535,18.7,Pico de Demanda Inesperado,1,Pending...
Sogamoso_427,Sogamoso,2025-09-20 14:00:00,2025-09-20 14:00:00,39.92823692225536,18.3,Pico de Demanda Inesperado,1,Pending...
Tunja_9,Tunja,2018-04-21 08:00:00,2018-04-21 08:00:00,39.849848450696406,34.9,Pico de Demanda Inesperado,1,Pending...
Duitama_386,Duitama,2025-06-09 21:00:00,2025-06-09 21:00:00,39.77858620382463,20.0,Pico de Demanda Inesperado,1,Pending...
Tunja_128,Tunja,2022-10-01 07:00:00,2022-10-01 07:00:00,39.70732395695286,57.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_161,Sogamoso,2022-07-30 03:00:00,2022-07-30 03:00:00,39.70732395695286,6.1,Uso Nocturno Inusual,1,Pending...
Duitama_91,Duitama,2019-04-27 16:00:00,2019-04-27 16:00:00,39.70019773226568,16.5,Pico de Demanda Inesperado,1,Pending...
Tunja_254,Tunja,2025-07-07 14:00:00,2025-07-07 14:00:00,39.70019773226568,9.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_222,Sogamoso,2023-07-03 04:00:00,2023-07-03 04:00:00,39.685945282891325,4.7,Consumo Fantasma,1,Pending...
Duitama_200,Duitama,2022-07-13 17:00:00,2022-07-13 17:00:00,39.54342078914778,5.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_208,Sogamoso,2023-04-08 06:00:00,2023-04-08 06:00:00,39.51491589039907,17.9,Pico de Demanda Inesperado,1,Pending...
Tunja_131,Tunja,2022-10-18 12:00:00,2022-10-18 12:00:00,39.44365364352729,48.2,Pico de Demanda Inesperado,1,Pending...
Duitama_126,Duitama,2019-09-08 09:00:00,2019-09-08 09:00:00,39.40089629540423,16.1,Pico de Demanda Inesperado,1,Pending...
Duitama_80,Duitama,2019-04-07 01:00:00,2019-04-07 01:00:00,39.38664384602988,16.4,Uso Nocturno Inusual,1,Pending...
Sogamoso_401,Sogamoso,2025-07-06 11:00:00,2025-07-06 11:00:00,39.22274067822479,4.1,Consumo Fantasma,1,Pending...
Sogamoso_221,Sogamoso,2023-07-02 08:00:00,2023-07-02 08:00:00,39.21561445353761,4.7,Consumo Fantasma,1,Pending...
Duitama_211,Duitama,2022-09-07 21:00:00,2022-09-07 21:00:00,39.20136200416326,15.0,Pico de Demanda Inesperado,1,Pending...
Tunja_72,Tunja,2019-09-06 13:00:00,2019-09-06 13:00:00,39.1586046560402,59.2,Pico de Demanda Inesperado,1,Pending...
Tunja_55,Tunja,2019-04-02 19:00:00,2019-04-02 19:00:00,39.01608016229664,40.1,Pico de Demanda Inesperado,1,Pending...
Tunja_111,Tunja,2022-06-23 09:00:00,2022-06-23 09:00:00,38.94481791542487,6.0,Pico de Demanda Inesperado,1,Pending...
Duitama_324,Duitama,2024-08-11 15:00:00,2024-08-11 15:00:00,38.94481791542487,4.7,Consumo Fantasma,1,Pending...
Sogamoso_410,Sogamoso,2025-08-24 12:00:00,2025-08-24 12:00:00,38.90918679198898,15.6,Pico de Demanda Inesperado,1,Pending...
Duitama_380,Duitama,2025-05-22 05:00:00,2025-05-22 05:00:00,38.852176994491565,19.6,Pico de Demanda Inesperado,1,Pending...
Sogamoso_19,Sogamoso,2018-07-06 06:00:00,2018-07-06 06:00:00,38.80229342168132,5.5,Pico de Demanda Inesperado,1,Pending...
Duitama_394,Duitama,2025-08-03 20:00:00,2025-08-03 20:00:00,38.79516719699414,5.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_207,Sogamoso,2023-04-07 06:00:00,2023-04-07 06:00:00,38.76666229824544,20.8,Pico de Demanda Inesperado,1,Pending...
Duitama_248,Duitama,2023-06-28 00:00:00,2023-06-28 00:00:00,38.745283624183905,5.5,Uso Nocturno Inusual,1,Pending...
Duitama_246,Duitama,2023-06-10 19:00:00,2023-06-10 19:00:00,38.709652500748014,16.3,Pico de Demanda Inesperado,1,Pending...
Duitama_214,Duitama,2022-09-24 14:00:00,2022-09-24 14:00:00,38.709652500748014,18.7,Pico de Demanda Inesperado,1,Pending...
Duitama_254,Duitama,2023-08-04 21:00:00,2023-08-04 21:00:00,38.69540005137365,6.5,Pico de Demanda Inesperado,1,Pending...
Duitama_111,Duitama,2019-07-28 21:00:00,2019-07-28 21:00:00,38.6811476019993,5.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_175,Sogamoso,2022-09-18 05:00:00,2022-09-18 05:00:00,38.58138045637882,14.9,Pico de Demanda Inesperado,1,Pending...
Duitama_253,Duitama,2023-08-03 01:00:00,2023-08-03 01:00:00,38.54574933294293,5.4,Uso Nocturno Inusual,1,Pending...
Duitama_371,Duitama,2025-04-26 06:00:00,2025-04-26 06:00:00,38.517244434194225,20.0,Pico de Demanda Inesperado,1,Pending...
Sogamoso_400,Sogamoso,2025-06-27 08:00:00,2025-06-27 08:00:00,38.502991984819865,4.5,Consumo Fantasma,1,Pending...
Sogamoso_220,Sogamoso,2023-06-17 22:00:00,2023-06-17 22:00:00,38.46736086138398,5.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_83,Sogamoso,2019-06-17 01:00:00,2019-06-17 01:00:00,38.33908881701478,6.2,Uso Nocturno Inusual,1,Pending...
Duitama_114,Duitama,2019-08-15 15:00:00,2019-08-15 15:00:00,38.31058391826608,5.0,Pico de Demanda Inesperado,1,Pending...
Duitama_407,Duitama,2025-09-14 17:00:00,2025-09-14 17:00:00,38.296331468891715,17.1,Pico de Demanda Inesperado,1,Pending...
Duitama_319,Duitama,2024-06-16 15:00:00,2024-06-16 15:00:00,38.2393216713943,5.0,Pico de Demanda Inesperado,1,Pending...
Duitama_388,Duitama,2025-07-03 20:00:00,2025-07-03 20:00:00,38.2393216713943,5.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_88,Sogamoso,2019-07-15 05:00:00,2019-07-15 05:00:00,38.168059424522525,6.0,Pico de Demanda Inesperado,1,Pending...
Tunja_116,Tunja,2022-06-30 10:00:00,2022-06-30 10:00:00,38.168059424522525,6.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_404,Sogamoso,2025-08-03 05:00:00,2025-08-03 05:00:00,38.13955452577382,4.3,Consumo Fantasma,1,Pending...
Chiquinquirá_120,Chiquinquirá,2024-09-28 10:00:00,2024-09-28 10:00:00,38.1110496270251,46.3,Pico de Demanda Inesperado,1,Pending...
Duitama_303,Duitama,2024-05-01 11:00:00,2024-05-01 11:00:00,38.1110496270251,16.4,Pico de Demanda Inesperado,1,Pending...
Duitama_392,Duitama,2025-07-26 21:00:00,2025-07-26 21:00:00,38.01128248140462,5.6,Pico de Demanda Inesperado,1,Pending...
Duitama_167,Duitama,2021-08-02 14:00:00,2021-08-02 14:00:00,37.98277758265591,4.5,Consumo Fantasma,1,Pending...
Duitama_186,Duitama,2022-04-13 22:00:00,2022-04-13 22:00:00,37.96852513328156,21.3,Pico de Demanda Inesperado,1,Pending...
Duitama_201,Duitama,2022-07-16 06:00:00,2022-07-16 06:00:00,37.918641560471315,5.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_92,Sogamoso,2019-08-25 01:00:00,2019-08-25 01:00:00,37.89726288640978,14.2,Uso Nocturno Inusual,1,Pending...
Sogamoso_156,Sogamoso,2022-07-02 01:00:00,2022-07-02 01:00:00,37.86163176297389,6.6,Uso Nocturno Inusual,1,Pending...
Sogamoso_30,Sogamoso,2018-09-13 21:00:00,2018-09-13 21:00:00,37.81887441485083,15.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_162,Sogamoso,2022-08-02 23:00:00,2022-08-02 23:00:00,37.78324329141494,5.8,Uso Nocturno Inusual,1,Pending...
Duitama_191,Duitama,2022-05-03 06:00:00,2022-05-03 06:00:00,37.67634992110728,18.8,Pico de Demanda Inesperado,1,Pending...
Duitama_238,Duitama,2023-04-16 04:00:00,2023-04-16 04:00:00,37.63359257298421,16.0,Uso Nocturno Inusual,1,Pending...
Duitama_209,Duitama,2022-08-30 06:00:00,2022-08-30 06:00:00,37.62646634829704,17.3,Pico de Demanda Inesperado,1,Pending...
Sogamoso_90,Sogamoso,2019-08-05 21:00:00,2019-08-05 21:00:00,37.61934012360986,6.1,Pico de Demanda Inesperado,1,Pending...
Duitama_59,Duitama,2019-02-20 04:00:00,2019-02-20 04:00:00,37.54095165205091,15.2,Uso Nocturno Inusual,1,Pending...
Duitama_390,Duitama,2025-07-20 09:00:00,2025-07-20 09:00:00,37.49106807924067,4.6,Consumo Fantasma,1,Pending...
Sogamoso_240,Sogamoso,2023-09-17 12:00:00,2023-09-17 12:00:00,37.419805832368894,18.4,Pico de Demanda Inesperado,1,Pending...
Sogamoso_159,Sogamoso,2022-07-15 23:00:00,2022-07-15 23:00:00,37.39130093362018,4.6,Consumo Fantasma,1,Pending...
Chiquinquirá_129,Chiquinquirá,2025-03-21 14:00:00,2025-03-21 14:00:00,37.36992225955865,34.6,Pico de Demanda Inesperado,1,Pending...
Duitama_261,Duitama,2023-09-07 22:00:00,2023-09-07 22:00:00,37.355669810184295,18.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_226,Sogamoso,2023-08-06 01:00:00,2023-08-06 01:00:00,37.27728133862534,5.3,Uso Nocturno Inusual,1,Pending...
Tunja_62,Tunja,2019-05-28 19:00:00,2019-05-28 19:00:00,37.27728133862534,36.8,Pico de Demanda Inesperado,1,Pending...
Tunja_119,Tunja,2022-08-04 09:00:00,2022-08-04 09:00:00,37.24165021518945,7.3,Pico de Demanda Inesperado,1,Pending...
Tunja_252,Tunja,2025-07-03 11:00:00,2025-07-03 11:00:00,37.234523990502275,5.7,Pico de Demanda Inesperado,1,Pending...
Sogamoso_27,Sogamoso,2018-09-08 03:00:00,2018-09-08 03:00:00,37.10625194613308,19.9,Uso Nocturno Inusual,1,Pending...
Sogamoso_32,Sogamoso,2018-09-22 00:00:00,2018-09-22 00:00:00,37.02073724988696,15.5,Uso Nocturno Inusual,1,Pending...
Sogamoso_434,Sogamoso,2025-10-02 23:00:00,2025-10-02 23:00:00,36.91384387957929,20.3,Uso Nocturno Inusual,1,Pending...
Chiquinquirá_116,Chiquinquirá,2024-07-25 14:00:00,2024-07-25 14:00:00,36.899591430204936,4.8,Consumo Fantasma,1,Pending...
Sogamoso_87,Sogamoso,2019-07-11 22:00:00,2019-07-11 22:00:00,36.899591430204936,5.9,Pico de Demanda Inesperado,1,Pending...
Duitama_75,Duitama,2019-03-27 23:00:00,2019-03-27 23:00:00,36.88533898083058,17.4,Uso Nocturno Inusual,1,Pending...
Sogamoso_77,Sogamoso,2019-06-02 18:00:00,2019-06-02 18:00:00,36.88533898083058,17.2,Pico de Demanda Inesperado,1,Pending...
Tunja_12,Tunja,2018-05-12 07:00:00,2018-05-12 07:00:00,36.86396030676905,45.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_82,Sogamoso,2019-06-16 10:00:00,2019-06-16 10:00:00,36.82832918333316,4.25,Consumo Fantasma,1,Pending...
Duitama_197,Duitama,2022-06-08 23:00:00,2022-06-08 23:00:00,36.81407673395881,20.0,Uso Nocturno Inusual,1,Pending...
Duitama_241,Duitama,2023-05-17 23:00:00,2023-05-17 23:00:00,36.80695050927163,20.5,Uso Nocturno Inusual,1,Pending...
Tunja_132,Tunja,2022-10-20 19:00:00,2022-10-20 19:00:00,36.778445610522915,28.8,Pico de Demanda Inesperado,1,Pending...
Tunja_115,Tunja,2022-06-29 08:00:00,2022-06-29 08:00:00,36.70005713896397,5.4,Pico de Demanda Inesperado,1,Pending...
Sogamoso_139,Sogamoso,2022-04-06 00:00:00,2022-04-06 00:00:00,36.60028999334348,15.5,Uso Nocturno Inusual,1,Pending...
Duitama_329,Duitama,2024-08-25 13:00:00,2024-08-25 13:00:00,36.47201794897429,13.2,Pico de Demanda Inesperado,1,Pending...
Duitama_207,Duitama,2022-08-23 00:00:00,2022-08-23 00:00:00,36.436386825538406,20.9,Uso Nocturno Inusual,1,Pending...
Duitama_198,Duitama,2022-06-14 21:00:00,2022-06-14 21:00:00,36.436386825538406,21.6,Pico de Demanda Inesperado,1,Pending...
Duitama_250,Duitama,2023-07-16 21:00:00,2023-07-16 21:00:00,36.40075570210251,4.7,Consumo Fantasma,1,Pending...
Sogamoso_29,Sogamoso,2018-09-11 02:00:00,2018-09-11 02:00:00,36.34374590460509,19.4,Uso Nocturno Inusual,1,Pending...
Sogamoso_294,Sogamoso,2024-06-18 17:00:00,2024-06-18 17:00:00,36.29386233179485,4.5,Consumo Fantasma,1,Pending...
Tunja_110,Tunja,2022-06-17 13:00:00,2022-06-17 13:00:00,36.28673610710767,7.5,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_24,Chiquinquirá,2019-04-06 10:00:00,2019-04-06 10:00:00,36.151337838051305,37.9,Pico de Demanda Inesperado,1,Pending...
Duitama_173,Duitama,2021-11-10 12:00:00,2021-11-10 12:00:00,36.087201815866706,28.4,Pico de Demanda Inesperado,1,Pending...
Duitama_192,Duitama,2022-05-07 20:00:00,2022-05-07 20:00:00,36.04444446774364,16.6,Pico de Demanda Inesperado,1,Pending...
Tunja_210,Tunja,2024-05-17 20:00:00,2024-05-17 20:00:00,35.966055996184686,35.8,Pico de Demanda Inesperado,1,Pending...
Duitama_309,Duitama,2024-05-10 04:00:00,2024-05-10 04:00:00,35.95892977149751,14.7,Uso Nocturno Inusual,1,Pending...
Duitama_311,Duitama,2024-05-20 05:00:00,2024-05-20 05:00:00,35.91617242337445,19.7,Pico de Demanda Inesperado,1,Pending...
Tunja_133,Tunja,2022-11-01 19:00:00,2022-11-01 19:00:00,35.88054129993856,41.4,Pico de Demanda Inesperado,1,Pending...
Sogamoso_149,Sogamoso,2022-05-30 01:00:00,2022-05-30 01:00:00,35.81640527775396,15.2,Uso Nocturno Inusual,1,Pending...
Duitama_239,Duitama,2023-05-01 21:00:00,2023-05-01 21:00:00,35.716638132133475,18.8,Pico de Demanda Inesperado,1,Pending...
Sogamoso_86,Sogamoso,2019-06-28 05:00:00,2019-06-28 05:00:00,35.62399721120017,5.4,Pico de Demanda Inesperado,1,Pending...
Tunja_174,Tunja,2023-10-02 18:00:00,2023-10-02 18:00:00,35.61687098651299,32.0,Pico de Demanda Inesperado,1,Pending...
Duitama_205,Duitama,2022-08-15 04:00:00,2022-08-15 04:00:00,35.609744761825816,5.2,Uso Nocturno Inusual,1,Pending...
Sogamoso_154,Sogamoso,2022-06-20 19:00:00,2022-06-20 19:00:00,35.52423006557969,5.0,Pico de Demanda Inesperado,1,Pending...
Duitama_236,Duitama,2023-04-10 21:00:00,2023-04-10 21:00:00,35.4885989421438,14.7,Pico de Demanda Inesperado,1,Pending...
Duitama_188,Duitama,2022-04-27 03:00:00,2022-04-27 03:00:00,35.47434649276944,21.5,Uso Nocturno Inusual,1,Pending...
Duitama_199,Duitama,2022-06-18 01:00:00,2022-06-18 01:00:00,35.40308424589767,6.2,Uso Nocturno Inusual,1,Pending...
Sogamoso_11,Sogamoso,2018-05-18 21:00:00,2018-05-18 21:00:00,35.38883179652331,18.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_439,Sogamoso,2025-10-20 06:00:00,2025-10-20 06:00:00,35.21067617934388,18.2,Pico de Demanda Inesperado,1,Pending...
Duitama_190,Duitama,2022-04-28 22:00:00,2022-04-28 22:00:00,35.14654015715928,14.7,Pico de Demanda Inesperado,1,Pending...
Tunja_27,Tunja,2018-08-03 10:00:00,2018-08-03 10:00:00,35.14654015715928,7.9,Pico de Demanda Inesperado,1,Pending...
Duitama_202,Duitama,2022-07-24 13:00:00,2022-07-24 13:00:00,35.12516148309775,4.1,Consumo Fantasma,1,Pending...
Duitama_165,Duitama,2021-06-11 08:00:00,2021-06-11 08:00:00,35.12516148309775,33.3,Pico de Demanda Inesperado,1,Pending...
Sogamoso_85,Sogamoso,2019-06-21 05:00:00,2019-06-21 05:00:00,35.06102546091315,4.8,Consumo Fantasma,1,Pending...
Sogamoso_13,Sogamoso,2018-05-27 21:00:00,2018-05-27 21:00:00,35.053899236225966,18.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_24,Sogamoso,2018-08-15 05:00:00,2018-08-15 05:00:00,35.01826811279008,4.0,Consumo Fantasma,1,Pending...
Sogamoso_68,Sogamoso,2019-04-02 04:00:00,2019-04-02 04:00:00,34.99688943872855,16.6,Uso Nocturno Inusual,1,Pending...
Chiquinquirá_41,Chiquinquirá,2019-11-01 15:00:00,2019-11-01 15:00:00,34.94700586591831,48.0,Pico de Demanda Inesperado,1,Pending...
Duitama_262,Duitama,2023-09-10 20:00:00,2023-09-10 20:00:00,34.94700586591831,14.1,Pico de Demanda Inesperado,1,Pending...
Duitama_51,Duitama,2019-02-07 23:00:00,2019-02-07 23:00:00,34.925627191856776,16.0,Uso Nocturno Inusual,1,Pending...
Sogamoso_71,Sogamoso,2019-04-28 21:00:00,2019-04-28 21:00:00,34.904248517795246,16.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_196,Sogamoso,2023-01-28 13:00:00,2023-01-28 13:00:00,34.7902289228004,29.1,Pico de Demanda Inesperado,1,Pending...
Duitama_237,Duitama,2023-04-12 05:00:00,2023-04-12 05:00:00,34.76885024873887,20.4,Pico de Demanda Inesperado,1,Pending...
Sogamoso_335,Sogamoso,2024-11-10 12:00:00,2024-11-10 12:00:00,34.761724024051695,13.9,Pico de Demanda Inesperado,1,Pending...
Sogamoso_22,Sogamoso,2018-08-12 02:00:00,2018-08-12 02:00:00,34.74747157467734,5.3,Uso Nocturno Inusual,1,Pending...
Sogamoso_145,Sogamoso,2022-05-08 11:00:00,2022-05-08 11:00:00,34.405412789692825,15.9,Pico de Demanda Inesperado,1,Pending...
Tunja_166,Tunja,2023-07-11 10:00:00,2023-07-11 10:00:00,34.27714074532363,5.4,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_140,Chiquinquirá,2025-10-15 19:00:00,2025-10-15 19:00:00,34.14886870095443,34.5,Pico de Demanda Inesperado,1,Pending...
Chiquinquirá_86,Chiquinquirá,2023-06-12 12:00:00,2023-06-12 12:00:00,34.13461625158008,46.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_38,Sogamoso,2018-09-30 12:00:00,2018-09-30 12:00:00,33.97783930846217,14.5,Pico de Demanda Inesperado,1,Pending...
Duitama_71,Duitama,2019-03-24 14:00:00,2019-03-24 14:00:00,33.935081960339105,15.1,Pico de Demanda Inesperado,1,Pending...
Sogamoso_17,Sogamoso,2018-06-28 17:00:00,2018-06-28 17:00:00,33.89945083690322,4.8,Consumo Fantasma,1,Pending...
Sogamoso_185,Sogamoso,2022-10-26 05:00:00,2022-10-26 05:00:00,33.821062365344275,35.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_51,Sogamoso,2019-01-06 00:00:00,2019-01-06 00:00:00,33.74980011847249,5.6,Uso Nocturno Inusual,1,Pending...
Sogamoso_251,Sogamoso,2023-11-10 03:00:00,2023-11-10 03:00:00,33.62865429879048,18.9,Uso Nocturno Inusual,1,Pending...
Tunja_108,Tunja,2022-05-30 18:00:00,2022-05-30 18:00:00,33.61440184941612,33.1,Pico de Demanda Inesperado,1,Pending...
Tunja_123,Tunja,2022-08-31 19:00:00,2022-08-31 19:00:00,33.61440184941612,41.4,Pico de Demanda Inesperado,1,Pending...
Tunja_230,Tunja,2024-10-09 18:00:00,2024-10-09 18:00:00,33.56451827660588,59.599999999999994,Pico de Demanda Inesperado,1,Pending...
Sogamoso_25,Sogamoso,2018-08-15 11:00:00,2018-08-15 11:00:00,33.536013377857174,5.2,Pico de Demanda Inesperado,1,Pending...
Sogamoso_121,Sogamoso,2020-09-11 12:00:00,2020-09-11 12:00:00,33.48612980504693,21.5,Pico de Demanda Inesperado,1,Pending...
Sogamoso_37,Sogamoso,2018-09-28 00:00:00,2018-09-28 00:00:00,33.44337245692386,20.35,Uso Nocturno Inusual,1,Pending...
